"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HER-17-DRS"	"DNA1-HER-17-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	48	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-26	"Hera"	"yes"
"IRI-17-MGE"	"DNA1-IRI-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	20	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"Iris"	"yes"
"IRI-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-26	"Iris"	"yes"
"IVY-17-MGE"	"DNA1-IVY-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	19	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-26	"Ivy"	"yes"
"IVY-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-26	"Ivy"	"yes"
"JAR-17-DRS"	"DNA1-JAR-17-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-30	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	51	"SA"	""	1	730	"DNA/RNA Shield"	2023-03-26	"JarJar BINKS"	"yes"
"JAR-17-MGE"	"DNA1-JAR-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-30	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	12	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"JarJar BINKS"	"yes"
"JOA-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-03-26	"Joans"	"yes"
"JOA-17-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-26	"Joans"	"yes"
"KOR-17-DRS"	"DNA1-KOR-17-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	31	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-26	"Korra"	"yes"
"KOR-17-MGE"	"DNA1-KOR-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-12-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 8"	""	33	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"Korra"	"yes"
"KUB-17-MGE"	"DNA1-KUB-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	25	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"Kubo"	"yes"
"KUB-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	730	"DNA/RNA Shield"	2023-03-26	"Kubo"	"yes"
"LAM-17-MGE"	"DNA1-LAM-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	12	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-26	"Lambchop"	"yes"
"LAM-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-03-26	"Lambchop"	"yes"
"MAR-17-DRS"	"DNA1-MAR-17-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-06-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 1"	""	5.5	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-26	"Marshmallow"	"yes"
"MAR-17-MGE"	"DNA1-MAR-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-06-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 1"	""	9.4	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-26	"Marshmallow"	"yes"
"OPH-17-DRS"	"DNA1-OPH-17-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	29	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-26	"Ophelia"	"yes"
"OPH-17-MGE"	"DNA1-OPH-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	26	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"Ophelia"	"yes"
"PAD-17-MGE"	"DNA1-PAD-17-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	37	"SA"	""	5	800	"Molecular Grade (96%) Ethanol"	2023-03-26	"Padme"	"yes"
"PAD-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	5	800	"DNA/RNA Shield"	2023-03-26	"Padme"	"yes"
"WOL-17-MGE"	"DNA1-WOL-17-MGE"	"WOL-17-MGE-S193"	"sample extracted and sequenced"	"cm010"	9	9	NA	NA	NA	NA	17485	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	15	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"Wolverine"	"yes"
"WOL-17-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-26	"Wolverine"	"yes"
"BUD-18-MGE"	"DNA1-BUD-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	1.4	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-27	"Buddy"	"yes"
"BUD-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"DNA/RNA Shield"	2023-03-27	"Buddy"	"yes"
"GIN-18-MGE"	"DNA1-GIN-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	2	"SA/GR"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-27	"Ginger"	"yes"
"GIN-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	730	"DNA/RNA Shield"	2023-03-27	"Ginger"	"yes"
"GRO-18-MGE"	"DNA1-GRO-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	3.1	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-27	"Grogu"	"yes"
"GRO-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-03-27	"Grogu"	"yes"
"HAM-18-MGE"	"DNA1-HAM-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	13	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Hamlet"	"yes"
"HAM-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-03-27	"Hamlet"	"yes"
"HER-18-MGE"	"DNA1-HER-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	14	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Hera"	"yes"
"HER-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-03-27	"Hera"	"yes"
"IRI-18-MGE"	"DNA1-IRI-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-28	"SA/TSP"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	20	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Iris"	"yes"
"IRI-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-03-27	"Iris"	"yes"
"IVY-18-MGE"	"DNA1-IVY-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-28	"SA/TSP"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	2.7	"SA/GR"	""	4	730	"Molecular Grade (96%) Ethanol"	2023-03-27	"Ivy"	"yes"
"IVY-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	4	730	"DNA/RNA Shield"	2023-03-27	"Ivy"	"yes"
"JAR-18-MGE"	"DNA1-JAR-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	5.5	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"JarJar BINKS"	"yes"
"JAR-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-03-27	"JarJar BINKS"	"yes"
"KOR-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"DNA/RNA Shield"	2023-03-27	"Korra"	"yes"
"KOR-18-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Korra"	"yes"
"KUB-18-MGE"	"DNA1-KUB-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	6.3	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Kubo"	"yes"
"KUB-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-03-27	"Kubo"	"yes"
"LAM-18-MGE"	"DNA1-LAM-18-MGE"	"LAM-18-MGE-S26"	"sample extracted and sequenced"	"cm003"	3	3	9	NA	NA	0.428	8300	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	4.5	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-27	"Lambchop"	"yes"
"LAM-18-DRS"	"DNA1-LAM-18-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	34	"SA/GR"	""	3	730	"DNA/RNA Shield"	2023-03-27	"Lambchop"	"yes"
"OPH-18-MGE"	"DNA1-OPH-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	9.7	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Ophelia"	"yes"
"OPH-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-03-27	"Ophelia"	"yes"
"WOL-18-MGE"	"DNA1-WOL-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	7.1	"SA/GR"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-27	"Wolverine"	"yes"
"WOL-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA/GR"	""	2	800	"DNA/RNA Shield"	2023-03-27	"Wolverine"	"yes"
"BUD-19-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-28	"Buddy"	"yes"
"BUD-19-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-28	"Buddy"	"yes"
"FRA-19-MGE"	"DNA1-FRA-19-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	3.9	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-28	"Franc"	"yes"
"FRA-19-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-28	"Franc"	"yes"
"HER-19-MGE"	"DNA1-HER-19-MGE"	"HER-19-MGE-S27"	"sample extracted and sequenced"	"cm003"	4	4	9	NA	NA	0.253	3273	"ARM773"	"PL3"	"no_sample"	2024-03-06	2024-03-06 19:21:09.366316	"marmoset"	2024-03-06	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	11	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-28	"Hera"	"yes"
"HER-19-DRS"	"DNA1-HER-19-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	47	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-28	"Hera"	"yes"
"IRI-18-MGE"	"DNA1-IRI-18-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-05-28	"SA/TSP"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	20	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-28	"Iris"	"yes"
"IRI-18-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	800	"DNA/RNA Shield"	2023-03-28	"Iris"	"yes"
"IVY-19-MGE"	"DNA1-IVY-19-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	4.3	"SA"	""	4	730	"Molecular Grade (96%) Ethanol"	2023-03-28	"Ivy"	"yes"
"IVY-19-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	4	730	"DNA/RNA Shield"	2023-03-28	"Ivy"	"yes"
"OPH-19-MGE"	"DNA1-OPH-19-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	9.1	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-28	"Ophelia"	"yes"
"OPH-19-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-28	"Ophelia"	"yes"
"WOL-19-MGE"	"DNA1-WOL-19-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 11"	""	4.3	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-28	"Wolverine"	"yes"
"WOL-19-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-28	"Wolverine"	"yes"
"BUD-20-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-29	"Buddy"	"yes"
"BUD-20-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-29	"Buddy"	"yes"
"CHA-20-MGE"	"DNA1-CHA-20-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-03-21	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 10"	""	0.7	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-29	"Charles"	"yes"
